"Date","Status","Home","Score","","Away","Attd"
"4/11/2017","FT","Huddersfield Town","1","0","West Bromwich Albion","24,169"
"","","van La Parra (44')","","","",""
"4/11/2017","FT","Newcastle United","0","1","AFC Bournemouth","52,237"
"","","","","","Cook (90')",""
"4/11/2017","FT","Southampton","0","1","Burnley","30,491"
"","","","","","Vokes (80')",""
"4/11/2017","FT","Stoke City","2","2","Leicester City","29,602"
"","","Shaqiri (38'), Crouch (73')","","","Iborra (33'), Mahrez (59')",""
"4/11/2017","FT","Swansea City","0","1","Brighton & Hove Albion","20,822"
"","","","","","Murray (29')",""
"4/11/2017","FT","West Ham United","1","4","Liverpool","56,961"
"","","Lanzini (56')","","","Salah (21', 76'), Matip (24'), Oxlade-Chamberlain (57')",""
"5/11/2017","FT","Chelsea","1","0","Manchester United","41,615"
"","","Morata (55')","","","",""
"5/11/2017","FT","Everton","3","2","Watford","38,609"
"","","Niasse (67'), Calvert-Lewin (74'), Baines (90')","","","Richarlison (46'), Kabasele (66')",""
"5/11/2017","FT","Manchester City","3","1","Arsenal","54,286"
"","","De Bruyne (19'), Aguero (50'), Jesus (75')","","","Lacazette (65')",""
"5/11/2017","FT","Tottenham Hotspur","1","0","Crystal Palace","65,270"
"","","Son (64')","","","",""
"18/11/2017","FT","AFC Bournemouth","4","0","Huddersfield Town","10,879"
"","","Wilson (27', 31', 84'), Arter (69')","","","",""
"18/11/2017","FT","Arsenal","2","0","Tottenham Hotspur","59,530"
"","","Mustafi (35'), Sanchez (40')","","","",""
"18/11/2017","FT","Burnley","2","0","Swansea City","18,895"
"","","Cork (29'), Barnes (39')","","","",""
"18/11/2017","FT","Crystal Palace","2","2","Everton","25,526"
"","","McArthur (1'), Zaha (34')","","","Baines (5'), Niasse (45')",""
"18/11/2017","FT","Leicester City","0","2","Manchester City","31,908"
"","","","","","Jesus (44'), De Bruyne (49')",""
"18/11/2017","FT","Liverpool","3","0","Southampton","53,256"
"","","Salah (31', 40'), Coutinho (67')","","","",""
"18/11/2017","FT","Manchester United","4","1","Newcastle United","75,035"
"","","Martial (36'), Smalling (45'), Pogba (54'), Lukaku (70')","","","Gayle (13')",""
"18/11/2017","FT","West Bromwich Albion","0","4","Chelsea","23,592"
"","","","","","Morata (16'), Hazard (23', 61'), Alonso (37')",""
"19/11/2017","FT","Watford","2","0","West Ham United","20,018"
"","","Hughes (10'), Richarlison (64')","","","",""
"20/11/2017","FT","Brighton & Hove Albion","2","2","Stoke City","29,676"
"","","Gro (44'), Izquierdo (60')","","","Maxim Choupo-Moting (28'), Zouma (45')",""
"24/11/2017","FT","West Ham United","1","1","Leicester City","56,897"
"","","Kouyate (42')","","","Albrighton (8')",""
"25/11/2017","FT","Crystal Palace","2","1","Stoke City","23,723"
"","","Loftus-Cheek (56'), Sakho (90')","","","Shaqiri (53')",""
"25/11/2017","FT","Liverpool","1","1","Chelsea","53,225"
"","","Salah (60')","","","Willian (85')",""
"25/11/2017","FT","Manchester United","1","0","Brighton & Hove Albion","75,018"
"","","Young (66')","","","",""
"25/11/2017","FT","Newcastle United","0","3","Watford","52,188"
"","","","","","Hughes (19'), Yedlin (45' og), Gray (62')",""
"25/11/2017","FT","Swansea City","0","0","AFC Bournemouth","20,228"
"25/11/2017","FT","Tottenham Hotspur","1","1","West Bromwich Albion","65,905"
"","","Kane (74')","","","Rondon (4')",""
"26/11/2017","FT","Burnley","0","1","Arsenal","21,722"
"","","","","","Sanchez (90')",""
"26/11/2017","FT","Huddersfield Town","1","2","Manchester City","24,121"
"","","Otamendi (45' og)","","","Aguero (47'), Sterling (83')",""
"26/11/2017","FT","Southampton","4","1","Everton","30,461"
"","","Tadic (18'), Austin (52', 59'), Davis (85')","","","Sigursson (45')",""
"28/11/2017","FT","Brighton & Hove Albion","0","0","Crystal Palace","29,889"
"28/11/2017","FT","Leicester City","2","1","Tottenham Hotspur","31,950"
"","","Vardy (13'), Mahrez (45')","","","Kane (78')",""
"28/11/2017","FT","Watford","2","4","Manchester United","20,552"
"","","Deeney (75'), Doucoure (82')","","","Young (19', 24'), Martial (30'), Lingard (85')",""
"28/11/2017","FT","West Bromwich Albion","2","2","Newcastle United","25,534"
"","","Robson-Kanu (45'), Field (56')","","","Clark (59'), Evans (83' og)",""
"29/11/2017","FT","AFC Bournemouth","1","2","Burnley","10,302"
"","","King (79')","","","Wood (37'), Brady (66')",""
"29/11/2017","FT","Arsenal","5","0","Huddersfield Town","59,285"
"","","Lacazette (3'), Giroud (69', 87'), Sanchez (70'), Ozil (73')","","","",""
"29/11/2017","FT","Chelsea","1","0","Swansea City","41,365"
"","","Rudiger (55')","","","",""
"29/11/2017","FT","Everton","4","0","West Ham United","38,242"
"","","Rooney (18', 28', 65'), Williams (77')","","","",""
"29/11/2017","FT","Manchester City","2","1","Southampton","53,407"
"","","Otamendi (47'), Sterling (90')","","","Romeu (75')",""
"29/11/2017","FT","Stoke City","0","3","Liverpool","29,423"
"","","","","","Mane (17'), Salah (77', 83')",""
