"Date","Status","Home","Score","","Away","Attd"
"1/9/2022","FT","Leicester City","0","1","Manchester United","32,226"
"","","","","","Sancho (23')",""
"3/9/2022","FT","Aston Villa","1","1","Manchester City","41,830"
"","","Bailey (74')","","","Braut Haaland (50')",""
"3/9/2022","FT","Brentford","5","2","Leeds United",""
"","","Toney (30' pen, 43', 58'), Wissa (90')","","","Sinisterra (45'), Roca (79')",""
"3/9/2022","FT","Chelsea","2","1","West Ham United","39,923"
"","","Chilwell (76'), Havertz (88')","","","Antonio (63')",""
"3/9/2022","FT","Everton","0","0","Liverpool","39,240"
"3/9/2022","FT","Newcastle United","0","0","Crystal Palace","51,863"
"3/9/2022","FT","Nottingham Forest","2","3","AFC Bournemouth","28,720"
"","","Kouyate (34'), Johnson (44' pen)","","","Billing (51'), Solanke (63'), Anthony (87')",""
"3/9/2022","FT","Tottenham Hotspur","2","1","Fulham","61,641"
"","","Højbjerg (41'), Kane (75')","","","Mitrovic (83')",""
"3/9/2022","FT","Wolverhampton Wanderers","1","0","Southampton","30,546"
"","","Podence (45')","","","",""
"4/9/2022","FT","Brighton & Hove Albion","5","2","Leicester City","31,185"
"","","March (10'), Caicedo (15'), Trossard (64'), Mac Allister (70' pen, 90')","","","Iheanacho (1'), Daka (33')",""
"4/9/2022","FT","Manchester United","3","1","Arsenal","73,431"
"","","Santos (35'), Rashford (66', 76')","","","Saka (60')",""
"16/9/2022","FT","Aston Villa","1","0","Southampton","40,758"
"","","Ramsey (41')","","","",""
"16/9/2022","FT","Nottingham Forest","2","3","Fulham","28,654"
"","","Awoniyi (11'), O'Brien (77')","","","Tete (55'), Palhinha (58'), Reed (60')",""
"17/9/2022","FT","Newcastle United","1","1","AFC Bournemouth","52,238"
"","","Isak (66' pen)","","","Billing (62')",""
"17/9/2022","FT","Tottenham Hotspur","6","2","Leicester City","61,450"
"","","Kane (9'), Dier (22'), Bentancur (48'), Son (73', 84', 88')","","","Tielemans (6' pen), Maddison (41')",""
"17/9/2022","FT","Wolverhampton Wanderers","0","3","Manchester City","31,578"
"","","","","","Grealish (1'), Braut Haaland (16'), Foden (69')",""
"18/9/2022","FT","Brentford","0","3","Arsenal","17,122"
"","","","","","Saliba (17'), Jesus (28'), Vieira (49')",""
"18/9/2022","FT","Everton","1","0","West Ham United","39,298"
"","","Maupay (53')","","","",""
